;pdf_name;page_nr;page_section;climate_related;domain;ron;transition;text
502;Commerzbank_2022_EN-2;27;6;;;;;"and corruption 
due to their functions at Commerz bank Aktiengese llschaft receive 
additional targeted training. A team  with special training in this 
type of risk is available to provide advice to all employees. 
Commerzbank has a zero-tolerance approach to"
503;Commerzbank_2022_EN-2;27;7;;;;;"corruption and other criminal acts by employees. Any employee who is proven to 
have breached this will face th e full consequences under labour, 
civil and criminal law.  
Key figure: As in previous years, there were no known cases"
504;Commerzbank_2022_EN-2;27;8;;;;;"of 
corruption in the Commerzbank Group in 2022. Working for the good of society 
With regard to its 
social commitment, 
Commerzbank 
engages with its environment in a 
variety of ways. Various projects and initiatives developed together 
with partners from business"
505;Commerzbank_2022_EN-2;27;9;;;;;"and society contribute to the good of society. Commerzbank Aktiengesells chaft also donated a total of 
€632,471 to various institutions and organisations in the year 
under review.  
The war in Ukraine was a source of great concern at 
Commerzbank,"
506;Commerzbank_2022_EN-2;27;10;;;;;"among employees and customers alike. In order to 
help people on the ground quickly and unbureaucratically, Commerzbank undertook a major fundraising campaign. The 
Board of Managing Directors of Commerzbank decided to provide 
€200,000 of emergency aid, which went to Caritas"
507;Commerzbank_2022_EN-2;27;11;;;;;"International and an aid campaign run by the city of Leipzig, which is twinned 
with Kyiv. Customers and employees also made substantial 
donations to these campaigns.  
One example of our social and environmental engagement is 
the Commerzbank environmental internship"
508;Commerzbank_2022_EN-2;27;12;;;;;"launched with the 
German national parks back in 1990. Each year, it provides up to 75 students with practical experience in the areas of 
environmental education and public relations in the natural 
landscapes of the country’s national parks. Commerzbank 
organises"
509;Commerzbank_2022_EN-2;27;13;;;;;"and finances the environmental internship programme, 
while the national parks provide the subject matter expertise. 
Since the programme began, more than 1,900 students have participated and subsequently applied their experience to 
business, politics, society or environmental protection. With our Global"
510;Commerzbank_2022_EN-2;27;14;;;;;"Anti-Bribery and Corruption Policy, we are 
actively combating bribery, the acceptance of benefits and 
other forms of corruption
"
511;Commerzbank_2022_EN-2;28;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Financial Statements Further Information 69 
  25 Declaration on corporate governance  
pursuant to Art. 315d in"
512;Commerzbank_2022_EN-2;28;1;;;;;"conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
Environmental internship partner 
 
 
 
 
 "
513;Commerzbank_2022_EN-2;28;2;;;;;"
 
  
 
  
 
  
 
  
 
 
 
Commerzbank Aktiengesellschaft is also involved in the “Finanz-
Heldinnen” (“financial heroines”) initiative to get more women interested in finance. The initiative was set up in early"
514;Commerzbank_2022_EN-2;28;3;;;;;"2018 by 
a group of female comdirect employees with the aim of making 
a positive contribution to society. To help women become better acquainted with the topic of finance and make independent 
financial decisions, the financial heroines convey their knowledge"
515;Commerzbank_2022_EN-2;28;4;;;;;"
through a variety of formats including an online magazine, podcasts, afterwork events and an  Instagram channel, as well as 
the bestselling “Manager Magazin” book “Der Finanzplaner für 
Frauen” (“Financial planner for women”).  
As a corporate citizen, Commerz Real"
516;Commerzbank_2022_EN-2;28;5;;;;;"wants to make an active 
contribution to society in the communities in which it operates. 
The Little Home project is an example of how the company’s core business can be combined with its social responsibility: at the 
annual Social Day"
517;Commerzbank_2022_EN-2;28;6;;;;;"in September 2022, some 200 employees 
worked with the Little Home asso ciation to build ten temporary 
houses for people with no fixed abode. These small wooden 
container-style homes are equipped with basic necessities and are 
provided to homeless people"
518;Commerzbank_2022_EN-2;28;7;;;;;"by the association as a first step back into society. Commerz Real financed a total of 25 Little Homes 
through this cooperation in 2022. Commerz Real is also continuing 
its existing work supporting disadvantaged children and promoting digital education. "
519;Commerzbank_2022_EN-2;28;8;;;;;"In 2022, mBank was fo r the fifth time the exclusive bank 
partner and sponsor of the Great Orchestra of Christmas Charity 
Foundation (GOCC). Via its customers, mBank has raised a total of more than €19m (PLN 90m) for the"
520;Commerzbank_2022_EN-2;28;9;;;;;"initiatives supported by the 
GOCC Grand Finale over the last five years.  
The war in Ukraine is a constant presence, especially in 
neighbouring Poland, with the two countries sharing more than 
just a 530km border. As a result, the"
521;Commerzbank_2022_EN-2;28;10;;;;;"people of Ukraine were the 
focus of mBank’s social comm itment in 2022. Among other 
actions, mBank joined the Polish  Centre for International Aid 
(PCPM) fundraising campaign in  March 2022, enabling customers 
to donate money to help people"
522;Commerzbank_2022_EN-2;28;11;;;;;"fleeing the war. mBank’s 
customers gave almost €3m (PLN  13.8m) via the campaign in 
2022. The PCPM uses these donati ons, among other things, to 
provide humanitarian aid to Ukrainians still in their home country or who have sought"
523;Commerzbank_2022_EN-2;28;12;;;;;"refuge in Poland. 
 
 
 
In cooperation with PCPM, mBank has also set up an 
educational and creative centre for Ukrainian mothers and 
c h i l d r e n  i n  t h e "
524;Commerzbank_2022_EN-2;28;13;;;;;m B a n k  b u i l d i n g  i n  c e n t r a l  W a r s a w .  T h e  f o
525;Commerzbank_2022_EN-2;28;14;;;;;"r m e r  
office now offers dance classes, sports courses, art classes and book reading sessions for children. Children can also receive 
psychological and speech therapy there, while psychological 
support and careers counselling are also available for their"
526;Commerzbank_2022_EN-2;28;15;;;;;"mothers. Alongside the school, parts of the office building were 
converted into temporary accommodation for about 60 refugees 
between March and December 2022. 
In April 2022, mBank introduced a personal account for 
Ukrainian citizens with an expedited account opening procedure."
527;Commerzbank_2022_EN-2;28;16;;;;;"
There is no charge for the accoun t or the associated card. The 
bank also plans to set up a special hotline for these customers, 
staffed by Ukrainian-speaking specialists. 
Foundations for the future 
Various foundations supported by the Group over"
528;Commerzbank_2022_EN-2;28;17;;;;;"the long term 
also make a significant contribution to society. As a corporate foundation, the Commerzbank Foundation promotes the social 
responsibility of its founding company to work towards a society 
fit for the future. Its motto is: part icipation creates"
529;Commerzbank_2022_EN-2;28;18;;;;;"the future. With 
its independent foundation, Commerzbank takes responsibility for 
its sustainable commitment to be a “good citizen” of the 
community that goes beyond its actual business activities. 
  In 2022, the people of Ukraine 
were the focus of"
530;Commerzbank_2022_EN-2;28;19;;;;;"the Commerzbank Group‘s
social commitment
"
531;Commerzbank_2022_EN-2;29;0;;;;;" 
     
 70 Commerzbank Annual Report 2022  
Since its establishment in 1970, the Commerzbank Foundation 
has built up many sustainable partnerships across Germany and 
has thus become a firmly establis hed provider of support"
532;Commerzbank_2022_EN-2;29;1;;;;;"in the 
world of German foundations. In its more than 50-year history, it 
has provided a total of around €40m to support well over 1,000 
projects relating to cultural, soci al and scientific activities. Its 
partnership network ranges from "
533;Commerzbank_2022_EN-2;29;2;;;;;"museums and theatres to non-
profit social organisations and scientific institutions, from national 
lighthouse projects to exemplary local initiatives.   
 
 
The funding always supports cultural education and mediation, 
social participation for disadvantaged people and incentives for 
young researchers."
534;Commerzbank_2022_EN-2;29;3;;;;;"In addition, seven social foundations have 
been established to provide financial support to the Bank’s employees and retirees in unforeseeable emergencies. The 
common aim of all the foundation s is to make a long-term and 
sustainable contribution to the future"
535;Commerzbank_2022_EN-2;29;4;;;;;"viability of society. Commerzbank Aktiengesellschaft pr ovided a total of €596,000 in funding for these foun dations in 2022, coveri ng expenses such as 
staff, workstations, premises costs and other operating costs. 
 
 
 
The mFoundation in Poland focuses"
536;Commerzbank_2022_EN-2;29;5;;;;;"on education and supports 
children, parents, teaching staff, students and young academics with several funding programmes. In 2022, this included 
programmes for schools and nursery schools and a competition for 
the best academic thesis in mathematics. mFoundation also published its"
537;Commerzbank_2022_EN-2;29;6;;;;;"fifth book – “Maths in green” – in 2022. The book 
combines mathematics with environmentalism. Young artists are 
another focal point of support. Through its “M wie Malerei” (“P for Painting”) fund, the bank buys paintings by up-and-coming Polish 
artists."
538;Commerzbank_2022_EN-2;29;7;;;;;"These artworks are selected on behalf of mBank by a 
committee of highly regarded repr esentatives of the art market 
and a representative of mBank. By  the end of 2022, the collection 
consisted of nearly 100 works of art."
539;Commerzbank_2022_EN-2;29;8;;;;;"
  
 
  
  The Commerzbank Foundation 
puts its focus on culture,
social issues and scienceCommerzbank supported these 
social foundations in 2022 
with a total of €596,000"
540;Commerzbank_2022_EN-2;30;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 71 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
541;Commerzbank_2022_EN-2;30;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
Composition of the €300 billion target2 
Sustainable products"
542;Commerzbank_2022_EN-2;30;2;;;;;"Allocation to the EUR 300 billion volume target 
Products in the Private and Sm all-Business Customers segment 
• Green mortgage loans Commerzbank includes the entire portfolio of green mortgage loans in its 
sustainable business portfolio. 
• KfW programmes for private"
543;Commerzbank_2022_EN-2;30;3;;;;;"and small-business 
customers Commerzbank includes the entire stock of cr edit lines granted in these products in 
the sustainable business portfolio. In ad dition, future programmes with clear 
environmental benefits are included in the calculation from the time they become"
544;Commerzbank_2022_EN-2;30;4;;;;;" 
available. 
• Commercial CBU (Commerzbank Universal Credit) 
with a sustainability-oriented purpose Commerzbank includes the entire portfoli o of commercial universal loans with a 
sustainability-oriented purpose in the sustainable business portfolio. 
• Sustainable asset management The assets managed in Commerzbank’s"
545;Commerzbank_2022_EN-2;30;5;;;;;"sust ainable asset manage ment are deemed 
to be entirely su stainable assets. 
• Securities advisory All assets under management in the categories “Article 8 product” and “Article 9 
product” according to the EU disclosu re Regulation are considered sustainable"
546;Commerzbank_2022_EN-2;30;6;;;;;"
products at Commerzbank. 
• klimaVest Commerzbank includes the entire volume of the fund in the portfolio of sustainable 
products, minus the volume held in Comme rzbank portfolios, in order to avoid 
double counting with the securities advisory category. 
• hausInvest"
547;Commerzbank_2022_EN-2;30;7;;;;;"Commerzbank calculates the total volume of the fund as the volume of sustainable 
products, minus the volume held in Commerzbank depositories, in order to avoid 
double counting with the securities advisory category 
• Provisions These are provisions in accordance with"
548;Commerzbank_2022_EN-2;30;8;;;;;"Allianz’s sustainable investment strategy. 
Commerzbank includes the respective ne w business volume in the sustainable 
business volume. 
• Securities business comdirect and onvista The volume of products defined as ESG products in accord ance with the EU 
Disclosure Regulation is"
549;Commerzbank_2022_EN-2;30;9;;;;;"added to the sustainable business portfolio (assets under  
management). 
Products in the Corporate Clients segment  
• Financing of renewable energies Commerzbank includes all financing comm itments from the CoC Energy in its 
sustainable business volume. 
• Sustainable bonds"
550;Commerzbank_2022_EN-2;30;10;;;;;"Commerzbank allocates the total volume of  sustainable bonds in whose issue it was 
involved as a lead in the respective financial year to the sustainable business 
volume of that financial year. 
• ESG-/Sustainability- linked loans  
and promissory note"
551;Commerzbank_2022_EN-2;30;11;;;;;"loans Commerzbank includes the total volume of  these products, in the coordination, 
structuring, and syndication or placement of which it played a leading role in the 
respective financial year or in which it was involved, in the sustainable business"
552;Commerzbank_2022_EN-2;30;12;;;;;"
portfolio of this financial year. 
• Public funding programmes for corporate clients Commerzbank includes the respective volu me of new business in the sustainable 
business portfolio. In addition, future  programmes with clear environmental 
benefits are included in the calculation"
553;Commerzbank_2022_EN-2;30;13;;;;;"from the time they become available. 
• Investment management For the securities business, Commerzbank ha s made a classification in line with the 
EU Disclosure Regulation, which is describe d in more detail in the ESG Framework. 
In the Corporate"
554;Commerzbank_2022_EN-2;30;14;;;;;"Clients segment, all portfolio items in the “ESG products” and 
“ESG impact products” categories are also considered sustainable products. In 
addition, the sustainable business portfolio also includes investments brokered by 
the Corporate Clients segment in coopera tion with external asset"
555;Commerzbank_2022_EN-2;30;15;;;;;"managers (e.g. 
special funds) and investments in companies pursuing a recognised sustainable 
strategy. 
• Foreign trade finance The applicable criteria to which parts of Tr ade Finance transactio ns are allocated to 
sustainable business volume are based on the sustainable"
556;Commerzbank_2022_EN-2;30;16;;;;;"use of proceeds of 
bilateral loans (see Sustainable loans and promissory note loans)1.   
1 Only trade finance products for which a lo an amount is actually extended, e.g. pre- export or post-import financing, are includ ed in the"
557;Commerzbank_2022_EN-2;30;17;;;;;"sustainable business portfolio. 
 
  
 
2 Further information and explanations on the individual pr oducts can be found in the ESG framework on our website. "
558;Commerzbank_2022_EN-2;31;0;;;;;" 
     
 72 Commerzbank Annual Report 2022  
TCFD recommendations in the non-financial report 
   
Recommendation Statement Reference 
Governance   
• Disclose the organisation’s governance 
around climate-related risks and 
opportunities Commerzbank has"
559;Commerzbank_2022_EN-2;31;1;;;;;"a comprehensive 
sustainability governance setup. The Group 
Sustainability Board, which is a decision-
making and escalation body chaired by the 
Chairman of the Board of Managing 
Directors, sets the Bank’s strategic 
sustainability targets and monitors the 
measures for their implementation and"
560;Commerzbank_2022_EN-2;31;2;;;;;"
management. Group Sustainability 
Management is responsible for the ongoing 
development of the sustainability strategy 
and coordinates all of Commerzbank’s 
sustainability activiti es through the Group 
programme “Sustainability 360°”. • Anchoring sustainability in our strategy:  
Governance structure expanded  
•"
561;Commerzbank_2022_EN-2;31;3;;;;;"Anchoring sustainability in our strategy: 
Pursuing net zero target 
• Responsible management: 
Making our stance clear 
Strategy   
• Disclose the actual and potential impacts of 
climate-related risks and opportunities on the 
organisation’s business activity, strategy and 
financial planning,"
562;Commerzbank_2022_EN-2;31;4;;;;;"where such information is 
material As part of a new materiality analysis, nine 
topics – including climate protection and 
adaptation in particular – were identified as 
material for us and incorporated into the 
annual Bank-wide stra tegy process in 2022."
563;Commerzbank_2022_EN-2;31;5;;;;;"
Our net zero commitment forms the core of 
our sustainability strategy, which was 
approved by the Board of Managing 
Directors and published in the ESG 
framework. This strategy is subdivided into 
“transformation finance” and “sustainable 
finance” and defines exclusion criteria"
564;Commerzbank_2022_EN-2;31;6;;;;;"and 
minimum standards. • Anchoring sustainability in our strategy:  
Key issues analysed 
• Responsible management: 
Making our stance clear 
• Anchoring sustainability in our strategy:  
Pursuing net zero target 
• Responsible management: 
Managing climate risks:  
Managing climate"
565;Commerzbank_2022_EN-2;31;7;;;;;"and biodiversity risks 
Risk management   
• Disclose how the organisation identifies, 
assesses, and manages climate-related risks A cross-risk-type materiality analysis for 
climate risks that considers both transition 
and physical risks confirms our classification 
that climate risks should not"
566;Commerzbank_2022_EN-2;31;8;;;;;"be considered a 
separate risk type, but rather a horizontal 
material risk. The individual risk assessment 
for lending also includes scenario and risk 
analyses of impact and resilience with 
regard to climate risks. • Responsible management: 
Managing climate and biodiversity"
567;Commerzbank_2022_EN-2;31;9;;;;;"risks  
Metrics and targets   
• Disclose the metrics and targets used to 
assess and manage relevant climate-related 
risks and opportunities, where such 
information is material By 2050, we aim to reduce the CO 2 
emissions from our"
568;Commerzbank_2022_EN-2;31;10;;;;;"entire lending and 
investment portfolio to net zero using 
science-based CO 2 reduction targets from 
the Science Based Targets initiative (SBTi). 
As part of these efforts, we published our 
portfolio intensities in emissions-intensive 
sectors for the first time in 2022"
569;Commerzbank_2022_EN-2;31;11;;;;;"and had 
them validated by SBTi. We aim to mobilise 
€300bn for sustainable fi nancial products by 
2025 and have already achieved €246.5bn of 
this amount. • Anchoring sustainability in our strategy: 
Pursuing net zero target 
• Responsible management: 
Reducing"
570;Commerzbank_2022_EN-2;31;12;;;;;"financed emissions 
• Supporting the customer transformation: 
Sustainable financing 
• Leading by example:  
Reducing operational emissions 
   
 
  
 
 
 "
571;Commerzbank_2022_EN-2;32;0;;;;;"         
 To our Shareholders  Corporate Responsibility Management Report Risk Report Financial Statements Further Information  313  
     310 Seats on other boards 
313 Report on"
572;Commerzbank_2022_EN-2;32;1;;;;;"the audit of 
the non-financial report 
316 Quarterly results by 
segment 
318 Five-year overview  
To Commerzbank AG,  
Frankfurt/Main 
 
We have performed a limited assurance engagement of the 
consolidated non-financial statement of Commerzbank AG, Frankfurt am Main (hereinafter"
573;Commerzbank_2022_EN-2;32;2;;;;;"“company”) and the parent 
company's non-financial statement, which is combined with it, 
which are published in the form of a separate report outside the management report (hereinafter ""combined separate non-financial 
report"") for the period from 1 January 2022 to 31"
574;Commerzbank_2022_EN-2;32;3;;;;;"December 2022. 
Responsibilities of Management 
Management of the parent company is responsible for the preparation of the combined separate non-financial report in 
accordance with Sections 340i (5 ) in conjunction with Sections 
315c in conjunction with 289c to 289e HGB"
575;Commerzbank_2022_EN-2;32;4;;;;;"
[“Handelsgesetzbuch”: German Commercial Code] and Article 8 of 
REGULATION (EU) 2020/852 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 18. June 2020 on establishing a 
framework to facilitate sustainable investment and amending 
Regulation (EU) 2019/2088 (herei nafter the ""EU"
576;Commerzbank_2022_EN-2;32;5;;;;;"Taxonomy 
Regulation"") and the Delegated Ac ts adopted thereu nder, as well 
as for making their own interpre tation of the wording and terms 
contained in the EU Taxonomy Re gulation and the delegated acts 
adopted thereunder as set out"
577;Commerzbank_2022_EN-2;32;6;;;;;"in section “Incorporating EU 
taxonomy” of the combined separate non-financial report. 
This responsibility includes the selection and application of 
appropriate non-financial reporting methods and making 
assumptions and estimates abou t individual non-financial 
disclosures of the group that are reasonable in"
578;Commerzbank_2022_EN-2;32;7;;;;;"the circumstances.  
 
1 Our engagement applied to the German ve rsion of combined separate non-financial 
report. This text is a translation of the Inde pendent Assurance Report issued in German, 
whereas the German text is authoritative. Furthermore, management"
579;Commerzbank_2022_EN-2;32;8;;;;;"is responsible for such internal 
control as they consider necessary to enable the preparation of a 
combined separate non-financial report that is free from material misstatement, whether due to fraud or error. 
The EU Taxonomy Regulation and the Delegated Acts"
580;Commerzbank_2022_EN-2;32;9;;;;;"issued 
thereunder contain wording and terms that are still subject to considerable interpretation uncertainties and for which 
clarifications have not yet been published in every case. Therefore, 
management has disclosed thei r interpretation of the EU 
Taxonomy Regulation and the"
581;Commerzbank_2022_EN-2;32;10;;;;;"Delegated Acts adopted thereunder 
in section “Incorporating EU taxonomy” of the combined separate 
non-financial report. They are responsible for the defensibility of this interpretation. Due to the i mmanent risk that indeterminate 
legal terms may be interpreted diffe rently, the"
582;Commerzbank_2022_EN-2;32;11;;;;;"legal conformity of 
the interpretation is su bject to uncertainties. 
Independence and Quality Assurance of the 
Assurance Practitioner’s firm 
We have complied with the independence and quality assurance 
requirements set out in the national legal provisions and 
professional pronouncements, in"
583;Commerzbank_2022_EN-2;32;12;;;;;"particular the Professional Code for 
German Public Auditors and Chartered Accountants (in Germany) and the quality assurance standard of the German Institute of Public 
Auditors (Institut der Wirtschaftsprüfer, IDW) regarding quality 
assurance requirements in audit practice (IDW QS 1). 
Responsibilities"
584;Commerzbank_2022_EN-2;32;13;;;;;"of the Assurance Practitioner 
Our responsibility is to express a conclusion with limited assurance on the combined separate non-financial report based on our assurance engagement. 
  Limited Assurance Report of the 
Independent Auditor1 
 "
585;Commerzbank_2022_EN-2;33;0;;;;;"     
 314 Commerzbank Annual Report 2022  
We conducted our assurance engagement in the form of a 
limited assurance engagement in accordance with International 
Standard on Assurance Engage ments (ISAE) 3000 (Revised): 
""Assurance Engagements other"
586;Commerzbank_2022_EN-2;33;1;;;;;"than Audits or Reviews of 
Historical Financial Information"" issued by the IAASB. This 
standard requires that we plan and perform the assurance engagement to obtain limite d assurance about whether any 
matters have come to our attentio n that cause"
587;Commerzbank_2022_EN-2;33;2;;;;;"us to believe that 
the company's combined separate non-financial report, other than the external sources of documentation or expert opinions 
mentioned in the combined separate non-financial report, are not 
prepared, in all material respects , in accordance with Sections 
340i"
588;Commerzbank_2022_EN-2;33;3;;;;;"(5) in conjunction with Sect ions 315c in conjunction with 
289c to 289e HGB and the EU Taxonomy Regulation and the 
Delegated Acts issued thereunder as well as the interpretation by 
management disclosed in section “Incorporating EU taxonomy” of 
the"
589;Commerzbank_2022_EN-2;33;4;;;;;"combined separate non-financial report. 
In a limited assurance engagement, the procedures performed 
are less extensive than in a reasonable assurance engagement, 
and accordingly, a substantially lower level of assurance is 
obtained. The selection of the assurance procedures is subject to"
590;Commerzbank_2022_EN-2;33;5;;;;;"the professional judgment of the assurance practitioner. 
In the course of our assurance engagement we have, among 
other things, performed the following assurance procedures and other activities: 
 
• Gain of an understanding of the structure of the Group´s 
sustainability"
591;Commerzbank_2022_EN-2;33;6;;;;;"organisation and stakeholder involvement 
• Inquiries of group-level personnel who are responsible for the 
materiality analysis in order to  understand th e processes for 
determining material topics  and respective reporting 
boundaries for Commerzbank AG 
• A risk analysis,"
592;Commerzbank_2022_EN-2;33;7;;;;;"including a media research, to identify relevant 
information on Commerzbank AG’s sustainability performance 
in the reporting period 
• Identification of likely risks of  material misstatement in the 
combined separate non-financial report 
• Inquiries of relevant employees involved in the"
593;Commerzbank_2022_EN-2;33;8;;;;;"preparation of 
the combined separate non- financial report about the 
preparation process and about the internal control system 
related to this process 
• Reviewing the suitability of internally developed Reporting 
Criteria • Evaluation of the design and the implementation of"
594;Commerzbank_2022_EN-2;33;9;;;;;"systems 
and processes for the collection, processing and monitoring of 
disclosures, including data consolidation, on environmental, employee and social matters, respect for human rights, and 
combatting corruption and bribery 
• Inquiries of group-level personnel who are responsible for 
determining disclosures"
595;Commerzbank_2022_EN-2;33;10;;;;;"on concepts, due diligence processes, 
results and risks, performing internal control functions and 
consolidating disclosures 
• Evaluation of the process for the identification of taxonomy-
eligible economic activities and the corresponding disclosures 
in the combined separate non-financial report 
• Inspection of"
596;Commerzbank_2022_EN-2;33;11;;;;;"selected internal and external documents 
• Evaluation of the presentation of the combined separate non-
financial report  
In determining the disclosures in accordance with Article 8 of 
the EU Taxonomy Regulation, management is required to interpret undefined legal terms. Due"
597;Commerzbank_2022_EN-2;33;12;;;;;"to th e immanent risk that undefined 
legal terms may be interpreted diffe rently, the legal conformity of 
their interpretation and, accordingly, our assurance engagement thereon are subject to uncertainties. 
Assurance Opinion 
Based on the assurance procedures performed and the"
598;Commerzbank_2022_EN-2;33;13;;;;;"evidence obtained, nothing has come to ou r attention that causes us to 
believe that the combined separate non-financial report of 
Commerzbank AG for the period from 1 January 2022 to 31 December 2022 has not been prep ared, in"
599;Commerzbank_2022_EN-2;33;14;;;;;"all material respects, 
in accordance with Sections 340i (5) in conjunction with Sections 
315c in conjunction with 289c to 289e HGB and the EU Taxonomy Regulation and the Delegated Acts  issued thereunder as well as 
the interpretation by manageme"
600;Commerzbank_2022_EN-2;33;15;;;;;"nt as disclosed in section 
“Incorporating EU taxonomy” of  the combined separate non-
financial report. 
Restriction of Use 
This assurance report is solely addressed to Commerzbank AG. 
  "
601;Commerzbank_2022_EN-2;34;0;;;;;"         
 To our Shareholders  Corporate Responsibility Management Report Risk Report Financial Statements Further Information  315  
     310 Seats on other boards 
313 Report on"
602;Commerzbank_2022_EN-2;34;1;;;;;"the audit of 
the non-financial report 
316 Quarterly results by 
segment 
318 Five-year overview  
Our assignment for Commerzbank AG and professional liability 
is governed by the General Engagement Terms for 
Wirtschaftsprüfer (German Public Auditors) and Wirtschaftsprüfungsgesellschaften (German Public Audit"
603;Commerzbank_2022_EN-2;34;2;;;;;"Firms) 
(Allgemeine Auftragsbedingungen für Wirtschaftsprüfer und 
Wirtschaftsprüfungsgesellschaften) in the version dated January 1, 2017 (https://www.kpmg.de/ bescheinigungen/lib/ aab_english.pdf). 
By reading and using the information contained in this assurance 
report, each recipient confirms having taken note of provisions of the General Engagement"
604;Commerzbank_2022_EN-2;34;3;;;;;"Terms (inc luding the limitation of our 
liability for negligence to EUR 4 million as stipulated in No. 9) and 
accepts the validity of the atta ched General Engagement Terms 
with respect to us. 
 
 
Frankfurt/Main, 22 March 2023"
605;Commerzbank_2022_EN-2;34;4;;;;;"
 
KPMG AG Wirtschaftsprüfungsgesellschaft 
 
  
Winner   ppa. Seidel 
Wirtschaftsprüfer (German Public Auditor) 
 "
